epoch,loss,accuracy,ratio
0,2.4080331325531006,10.0,0.8484548743721149
1,2.2786827087402344,19.94999885559082,0.8443265480807023
2,2.321918487548828,19.149999618530273,0.8195439943675404
3,2.9845619201660156,10.75,0.8912645613197787
4,2.3206450939178467,19.139999389648438,0.8761970531817773
5,2.228773355484009,24.329999923706055,0.8266887696034066
6,2.505930185317993,15.679999351501465,0.6817448207756233
7,2.4803078174591064,17.09000015258789,0.6734953231038517
8,2.5271124839782715,21.439998626708984,0.8294661963292292
9,2.025268316268921,25.28999900817871,0.8730690316283571
10,2.0880322456359863,30.549999237060547,0.795858218647942
11,1.8374109268188477,33.65999984741211,0.9366666411227852
12,3.1511213779449463,13.789999961853027,0.6608728881779478
13,3.147012233734131,14.819999694824219,0.7587889003089058
14,2.8275694847106934,19.529998779296875,0.7491945752782693
15,2.3916678428649902,24.90999984741211,0.6988128135021967
16,3.815253973007202,11.719999313354492,0.8218807229493026
17,2.6938588619232178,19.600000381469727,0.7261252097811655
18,2.0314319133758545,27.309999465942383,0.6850245307993026
19,2.424748420715332,28.670000076293945,0.6853587825953913
20,2.496746778488159,18.170000076293945,0.7499243800993102
21,3.0424561500549316,18.5,0.8637945559183368
22,3.343428134918213,17.239999771118164,0.6774144692405748
23,2.040165424346924,27.35999870300293,0.7777151596024423
24,2.5152788162231445,24.279998779296875,0.7152301254515335
25,1.8444255590438843,33.25,0.7923135474550547
26,1.9932814836502075,27.989999771118164,0.763736934404995
27,2.080089807510376,27.469999313354492,0.8048315197844353
28,1.9386987686157227,31.639999389648438,0.7723993622471835
29,1.9573968648910522,32.709999084472656,0.7881229673177583
30,1.7080421447753906,35.22999954223633,0.8350464875567446
31,1.9829257726669312,32.66999816894531,0.8324552148424528
32,2.994389533996582,20.510000228881836,0.773408916903778
33,1.8250740766525269,38.81999969482422,0.7148910324556462
34,2.1261513233184814,31.079999923706055,0.7433219170001883
35,1.5999605655670166,41.55999755859375,0.9094705515990675
36,1.8124176263809204,36.779998779296875,0.781480576990881
37,3.129948854446411,23.899999618530273,0.6705196149632227
38,2.181967258453369,28.51999855041504,0.9426336698110274
39,1.7928518056869507,40.21999740600586,0.8460260713638892
40,1.940941572189331,35.27000045776367,0.8036781570004514
41,2.2305386066436768,29.099998474121094,0.7535027334788044
42,1.662421464920044,41.2599983215332,0.882980829945086
43,2.0441339015960693,35.48999786376953,0.8432809480138481
44,2.0947766304016113,32.599998474121094,0.7930611502226506
45,1.6060945987701416,42.15999984741211,0.9137913122298894
46,1.9150490760803223,34.36000061035156,0.874278294428505
47,1.8354462385177612,38.459999084472656,0.707017143992798
48,2.5598950386047363,27.35999870300293,0.795299074450031
49,2.808466911315918,23.75,0.7820075185586276
50,1.9560075998306274,33.349998474121094,0.8292637853975262
51,1.7614822387695312,36.90999984741211,0.7453923635294603
52,2.494852304458618,29.51999855041504,0.7350193464120656
53,1.9744691848754883,37.15999984741211,0.8027165826751235
54,2.072028398513794,34.43000030517578,0.8397168553151955
55,2.456035852432251,28.849998474121094,0.7117517668292457
56,1.7404038906097412,39.95000076293945,0.8714319851952305
57,1.5818989276885986,45.619998931884766,0.8618002453587598
58,2.0703465938568115,38.14999771118164,0.697381729034779
59,2.494248151779175,24.90999984741211,0.7358055489942633
60,1.7233941555023193,43.73999786376953,0.8326497039364558
61,1.7715743780136108,40.15999984741211,0.7737611307531643
62,1.715179443359375,40.15999984741211,0.8331648767266635
63,2.2661571502685547,34.529998779296875,0.7098888453669793
64,1.8272150754928589,37.55999755859375,0.8812496236116347
65,2.4312262535095215,29.649999618530273,0.8489149078651153
66,1.6411855220794678,44.77000045776367,0.8012274564516237
67,2.1828715801239014,32.20000076293945,0.8025035889151713
68,1.8611769676208496,39.47999954223633,0.9037672598257084
69,2.046369791030884,34.21999740600586,0.7895530491682317
70,1.8964908123016357,38.529998779296875,0.715986270613387
71,1.6395046710968018,42.73999786376953,0.6875771306530942
72,1.6846257448196411,43.599998474121094,0.8062872578551598
73,2.0201377868652344,40.89999771118164,0.8029549322604815
74,1.8321492671966553,39.709999084472656,0.8592654682289601
75,1.7669519186019897,38.619998931884766,0.9262009467899005
76,2.831265449523926,29.35999870300293,0.5603602438608566
77,2.276012659072876,31.579999923706055,0.7554738705956742
78,1.478009819984436,47.30999755859375,0.7415558277951738
79,1.9468867778778076,40.86000061035156,0.7949693319024498
80,1.8762705326080322,40.689998626708984,0.8251981032240744
81,1.9593318700790405,37.689998626708984,0.8214571085487675
82,1.973042368888855,37.63999938964844,0.78696130634418
83,1.749733805656433,40.81999969482422,0.8262896253315108
84,1.7279984951019287,43.689998626708984,0.840495443338158
85,1.5364038944244385,49.78999710083008,0.8011593495228005
86,1.5058634281158447,47.95000076293945,0.8332148559203366
87,2.7336857318878174,32.66999816894531,0.7070435837914375
88,1.6900815963745117,43.709999084472656,0.8019028582144198
89,1.6682260036468506,44.37999725341797,0.8625711216226427
90,1.5577222108840942,47.029998779296875,0.8683171788698172
91,1.561738133430481,48.40999984741211,0.7118526030079244
92,1.4088690280914307,50.02000045776367,0.8982157642024121
93,1.5903551578521729,47.0099983215332,0.8710572905658297
94,1.4683171510696411,50.32999801635742,0.8955946458222558
95,2.652372360229492,29.939998626708984,0.7649983497955262
96,2.3066916465759277,40.22999954223633,0.7405698909034688
97,1.5425463914871216,46.81999969482422,0.7214202680352418
98,1.667812705039978,46.0,0.8102338485094266
99,1.6902226209640503,43.75,0.8450972917288194
