epoch,loss,accuracy,ratio
0,2.4932873249053955,13.789999961853027,0.8196706871005823
1,3.050201892852783,19.389999389648438,0.7989885563336433
2,5.622488975524902,17.81999969482422,0.8094873176784257
3,1.8236007690429688,42.869998931884766,0.8694624285604815
4,2.8701837062835693,34.040000915527344,0.8530628489143339
5,2.6583874225616455,38.369998931884766,0.8519006675504143
6,1.5715274810791016,44.09000015258789,0.9160558786086651
7,1.3453319072723389,56.03999710083008,0.8324112194814374
8,1.0721601247787476,65.3699951171875,0.849741632149337
9,0.7251619696617126,77.0,0.8806685492864914
10,0.5378789901733398,81.5199966430664,0.9130708633555562
11,0.5702372193336487,80.9000015258789,0.8614347090004323
12,0.9316854476928711,79.44999694824219,0.7885314073295978
13,0.4787258803844452,82.43999481201172,0.8206361028435312
14,0.9014450311660767,75.63999938964844,0.8128352763165174
15,0.3955856263637543,86.9000015258789,0.7865684514329048
16,0.3902425467967987,85.36000061035156,0.8157363749462179
17,0.6886211037635803,79.83000183105469,0.7788219659822869
18,0.39745357632637024,85.04000091552734,0.796475376757871
19,0.188081756234169,94.05999755859375,0.9430640416273097
20,0.2137085199356079,92.90999603271484,0.8002874127596274
21,0.17075693607330322,94.61000061035156,0.8332764853086242
22,0.18294836580753326,94.29000091552734,0.8123740420374284
23,0.1829831600189209,93.73999786376953,0.8731210581868727
24,0.1633150577545166,94.32999420166016,0.8359049711151415
25,0.1759541928768158,93.94999694824219,0.8867521847258668
26,0.13251930475234985,95.66999816894531,0.8398673781264959
27,0.2105221003293991,92.93000030517578,0.7076529979495141
28,0.18085895478725433,93.72999572753906,0.5472628990592867
29,0.18394286930561066,93.6500015258789,0.7452965387195564
30,0.13717567920684814,95.47000122070312,0.9462093833782739
31,0.14681227505207062,94.98999786376953,0.8423746788615164
32,0.20830485224723816,92.45999908447266,0.852678255602316
33,0.164979949593544,94.47999572753906,0.9611645488829651
34,0.11161579936742783,96.43999481201172,0.8833122022250034
35,0.20207463204860687,93.19999694824219,0.7664434637323901
36,0.12212704122066498,95.79999542236328,0.8044867198925051
37,0.11580879986286163,96.45999908447266,0.9370848204181691
38,0.10799121111631393,96.19999694824219,0.8992715383217695
39,0.09320284426212311,96.93999481201172,0.9318097984606923
40,0.18132059276103973,93.5,0.759033258867607
41,0.09547483175992966,97.0999984741211,0.8815594403658416
42,0.09137021750211716,96.86000061035156,0.8441920267108088
43,0.09994563460350037,96.8699951171875,0.8325989581656169
44,0.08858799189329147,97.2699966430664,0.796700021892032
45,0.09096697717905045,96.82999420166016,0.9124255704151543
46,0.14804956316947937,94.93000030517578,0.915680890603703
47,0.407642126083374,87.25,0.9032965446802214
48,0.1834210455417633,93.8499984741211,0.8347990892549253
49,0.211294487118721,92.45999908447266,0.8937444731916483
