epoch,loss,accuracy,ratio
0,0.33261755108833313,90.19999694824219,0.9654993075424136
1,0.20462091267108917,93.87999725341797,0.9564562597335925
2,0.15909986197948456,95.29000091552734,0.982329229771521
3,0.12828515470027924,96.22000122070312,0.9940396641957806
4,0.11011992394924164,96.70999908447266,0.984886453547319
5,0.09566523879766464,97.19999694824219,0.9833693198120682
6,0.08807405829429626,97.33999633789062,0.9950206439667018
7,0.08526348322629929,97.54999542236328,0.9580635974174889
8,0.07979612052440643,97.63999938964844,0.986338668130928
9,0.07482876628637314,97.80999755859375,0.9508574412754843
10,0.07177111506462097,97.93000030517578,0.9823896252468177
11,0.06726107746362686,97.98999786376953,0.9826616344444115
12,0.06665432453155518,98.04999542236328,0.9610219189864401
13,0.06247368082404137,98.12999725341797,0.9911779356558533
14,0.06034290790557861,98.20999908447266,0.9827507021393468
15,0.06105995550751686,98.25999450683594,0.9821897746544268
16,0.05868323892354965,98.27999877929688,0.9585151242604226
17,0.05633178725838661,98.29000091552734,0.9694333981158799
18,0.05581699311733246,98.3499984741211,0.9782609644229253
19,0.052263081073760986,98.4000015258789,0.9424882069134085
20,0.05262426286935806,98.44999694824219,0.9928375349573837
21,0.051863569766283035,98.43000030517578,0.9879394716356884
22,0.05211542174220085,98.4000015258789,0.980474988144777
23,0.050382863730192184,98.45999908447266,0.9871898530338541
24,0.05118755251169205,98.47999572753906,0.9878084057824056
25,0.048744022846221924,98.54000091552734,0.9626510310811374
26,0.04835766181349754,98.54000091552734,0.9673135038000712
27,0.04736970365047455,98.55999755859375,0.9862798010626088
28,0.04685083031654358,98.6199951171875,0.9581965761807161
29,0.04922975227236748,98.54999542236328,0.9923945807215188
30,0.04679905250668526,98.58999633789062,0.9879282561558974
31,0.04485391452908516,98.68000030517578,0.9779205893441714
32,0.04244469478726387,98.68999481201172,0.9897024324136792
33,0.043659601360559464,98.75,0.9287663378783596
34,0.042889729142189026,98.72000122070312,0.9612821180589984
35,0.04395674541592598,98.63999938964844,0.968393355176279
36,0.04442489519715309,98.62999725341797,0.9865443585010064
37,0.04236611723899841,98.69999694824219,0.9906534627079738
38,0.042090218514204025,98.68000030517578,0.991285186632362
39,0.04121915623545647,98.77999877929688,0.9759346139540737
40,0.0397004559636116,98.79000091552734,0.9750879239273497
41,0.03961915895342827,98.79000091552734,0.9781989576985329
42,0.03906088322401047,98.82999420166016,0.9760976514923331
43,0.038764480501413345,98.81999969482422,0.9833679119111478
44,0.03999337926506996,98.7699966430664,0.9651014390851057
45,0.04016527533531189,98.79999542236328,0.9884914012092411
46,0.04017763212323189,98.73999786376953,0.9882483659053092
47,0.04028439149260521,98.80999755859375,0.9837334809456776
48,0.03922708332538605,98.69999694824219,0.9213230389771536
49,0.039709437638521194,98.75,0.9905246468346356
