epoch,loss,accuracy,ratio
0,1.1102811098098755,64.18000030517578,0.8613190064780605
1,0.36430200934410095,87.98999786376953,0.9103505519032968
2,0.32895562052726746,88.79999542236328,0.8794700993568394
3,0.23299914598464966,93.1500015258789,0.8418820316360515
4,0.33317095041275024,88.83999633789062,0.9046871790122679
5,0.32486283779144287,88.25,0.9676750017560573
6,0.16649502515792847,94.98999786376953,0.8651058519608411
7,0.18465428054332733,94.0999984741211,0.8876418494406355
8,0.20131473243236542,93.5,0.9139720014861935
9,0.1291038990020752,96.15999603271484,0.9070170013116582
10,0.11831718683242798,96.38999938964844,0.9288528805707006
11,0.1808144599199295,93.97000122070312,0.8451578364179702
12,0.09053251892328262,97.0,0.8855251119617628
13,0.10579446703195572,96.93000030517578,0.8397251744493497
14,0.1317097544670105,96.00999450683594,0.8881822264056954
15,0.0794716402888298,97.54999542236328,0.7637362319718527
16,0.08892156183719635,97.22999572753906,0.8888410573232397
17,0.0840708315372467,97.52999877929688,0.9311164570420238
18,0.07225842028856277,97.73999786376953,0.8697365185574952
19,0.06807112693786621,98.0199966430664,0.9014122869124271
20,0.06885303556919098,98.05999755859375,0.8302877086497829
21,0.06603806465864182,97.83999633789062,0.9203146936199349
22,0.06702423840761185,97.87999725341797,0.9004468002342351
23,0.06733810901641846,97.87999725341797,0.9466680282881826
24,0.12505695223808289,96.23999786376953,0.8331054724146518
25,0.058338891714811325,98.07999420166016,0.7717561235053172
26,0.05032438412308693,98.37999725341797,0.915706434565446
27,0.05074157565832138,98.33999633789062,0.9197249873606115
28,0.07131608575582504,97.8699951171875,0.8681225651694774
29,0.061626795679330826,98.0199966430664,0.8944382589315554
30,0.05977089703083038,98.22999572753906,0.9176309402257622
31,0.06615058332681656,97.8699951171875,0.8665912511149518
32,0.05533478409051895,98.20999908447266,0.8676342882717339
33,0.058275897055864334,98.22999572753906,0.8991062455659402
34,0.0516192689538002,98.36000061035156,0.8191483276375248
35,0.04812302440404892,98.43000030517578,0.8882270862825653
36,0.0476408451795578,98.38999938964844,0.8165348272310696
37,0.059527818113565445,98.23999786376953,0.9805328883757956
38,0.053072020411491394,98.27999877929688,0.9378477748187952
39,0.04485100135207176,98.52999877929688,0.9091680402877484
40,0.059855248779058456,98.22000122070312,0.9199742110367819
41,0.04518352821469307,98.52999877929688,0.9016475849701271
42,0.050794318318367004,98.29000091552734,0.9243644065375005
43,0.07109969109296799,97.80999755859375,0.9511775527824123
44,0.04296176880598068,98.58999633789062,0.9137562183036463
45,0.04645965248346329,98.50999450683594,0.8448617615194239
46,0.04660039022564888,98.54000091552734,0.9505313270594455
47,0.05200551822781563,98.3699951171875,0.8848754069813717
48,0.05044286698102951,98.30999755859375,0.8128986220684152
49,0.04308074340224266,98.52999877929688,0.8761719113951526
